name,artist_id,track_id,track_name,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,GENRE 7
311,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,4uOBL4DDWWVx4RhYKlPbPC,Queencard,90,4uOBL4DDWWVx4RhYKlPbPC,0.815,0.834,4,-2.828,0,0.0475,0.0327,0.000268,0.27,0.692,129.989,161240,4,k-pop,k-pop girl group,,,,,,
317,MC 張天賦,5tRk0bqMQubKAVowp35XtC,3x2hKSUf8O8IqI1shmxGnp,老派約會之必要,61,3x2hKSUf8O8IqI1shmxGnp,0.679,0.563,10,-7.009,1,0.0334,0.503,0.0,0.102,0.631,107.014,223951,4,cantopop,hk-pop,,,,,,
323,Terence Lam,3tvtGR8HzMHDbkLeZrFiBI,3xO69oVpP3pSIKG9CIMEm4,怪我只敢做好人,58,3xO69oVpP3pSIKG9CIMEm4,0.621,0.303,0,-13.412,1,0.03,0.761,0.64,0.125,0.233,124.019,238649,4,cantopop,,,,,,,
328,Hins Cheung,2MVfNjocvNrE03cQuxpsWK,6bMgCXapeQEVFgAOr8EvgY,隱形遊樂場,62,6bMgCXapeQEVFgAOr8EvgY,0.485,0.452,7,-7.212,1,0.0379,0.436,7.07e-06,0.196,0.158,133.517,233187,4,cantopop,,,,,,,
331,Dear Jane,6V1SwiosQqf5XvmoTMCGa9,1t5D0Y5VMTEISUpAZXoFpN,到底發生過什麼事,44,1t5D0Y5VMTEISUpAZXoFpN,0.419,0.811,11,-5.263,1,0.0364,0.101,0.0,0.307,0.563,165.966,259375,4,cantopop,,,,,,,
334,Gareth.T,6R57JlNKlnNrYaji0vw8xx,5KpWHEh32vzxkttIK3KHKI,國際孤獨等級,60,5KpWHEh32vzxkttIK3KHKI,0.595,0.205,3,-10.588,1,0.0463,0.844,0.0,0.137,0.528,135.506,192801,4,hk-pop,hong kong hip hop,,,,,,
339,Coca-Cola Hong Kong,0wTxCGuTsFbWO9ePajJ8Y6,5DuzFa95k6It0RXVTUwMYH,無糖可口可樂 X 姜濤 • 無可取代,59,5DuzFa95k6It0RXVTUwMYH,0.795,0.858,2,-6.08,1,0.285,0.0843,0.0,0.136,0.824,149.878,67527,4,,,,,,,,
341,Jay Fung,4EXI1ieJe2VDbvNsKOaNQL,1jPDZpQoMwgmP3CzmIiTxB,給缺席的人唱首歌,58,1jPDZpQoMwgmP3CzmIiTxB,0.577,0.6,0,-6.296,1,0.0331,0.594,0.0,0.155,0.446,133.987,237404,4,cantopop,,,,,,,
343,KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,3x9zIsVAQUNvU3J2tR58Di,SOS,75,3x9zIsVAQUNvU3J2tR58Di,0.55,0.693,5,-5.179,0,0.0309,0.00484,0.0,0.0933,0.292,85.023,191827,4,k-pop,,,,,,,
347,WeiBird,7y3HnWCFEvWj4KM9GFSkiX,72OVnXDzugvrCU25lMi9au,"如果可以 - 電影""月老""主題曲",72,72OVnXDzugvrCU25lMi9au,0.54,0.54,3,-6.368,1,0.029,0.241,0.0,0.351,0.372,74.969,274400,4,chinese r&b,mandopop,taiwan singer-songwriter,,,,,
349,Winka 陳泳伽,1wmTLcYhwwD3GbNoI2Vwls,7D0xhG1kyWghQgAbtHXoN4,一手造成,57,7D0xhG1kyWghQgAbtHXoN4,0.556,0.473,7,-6.401,1,0.0384,0.718,0.0,0.269,0.182,123.504,218602,4,hk-pop,,,,,,,
361,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,92,6WzRpISELf3YglGAh7TXcG,0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029,215467,4,canadian contemporary r&b,canadian pop,pop,,,,,
369,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),95,4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,big room,dance pop,edm,pop,pop dance,,,
372,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,95,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,piano rock,pop,,,,,,
377,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),95,1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4,dance pop,pop,uk pop,,,,,
380,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,93,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,gauze pop,indietronica,modern rock,pov: indie,shiver pop,,,
397,Miguel,360IAlyVv4PCEVjgyMZrxK,0JXXNGljqupsJaZsgSbMZV,Sure Thing,91,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4,r&b,,,,,,,
398,Charlotte Cardin,1G0YV9WooUBjrwDq0Q7EFK,0ELnNmc1vQFW3aPEzQ5zOg,Confetti,65,0ELnNmc1vQFW3aPEzQ5zOg,0.798,0.496,3,-5.825,1,0.106,0.539,1.21e-06,0.325,0.448,111.055,184650,4,canadian pop,indie quebecois,,,,,,
399,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,3azJifCSqg9fRij2yKIbWz,The Color Violet,90,3azJifCSqg9fRij2yKIbWz,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,226467,4,canadian hip hop,canadian trap,melodic rap,r&b,rap,toronto rap,trap,
400,DENNIS,6xlRSRMLgZbsSNd0BMobwy,0fABszUFNbNq9IW503Gj8v,Tá OK,93,0fABszUFNbNq9IW503Gj8v,0.863,0.96,11,-1.458,1,0.0492,0.497,0.00526,0.0853,0.586,130.118,92093,4,funk carioca,funk das antigas,sertanejo universitario,,,,,
401,Mc Livinho,7me0S5Z40qVWj3gzyK8aC3,2uhw2oYbugGJbn10wipNX5,Novidade na Área,90,2uhw2oYbugGJbn10wipNX5,0.625,0.34,5,-12.004,1,0.0873,0.763,4.99e-05,0.354,0.36,130.231,120014,4,funk carioca,funk paulista,funk rj,sertanejo universitario,,,,
402,Mc Pedrinho,1etNnR2SdlelBQAICa2Q5m,0U9CZWq6umZsN432nh3WWT,"Gol Bolinha, Gol Quadrado 2",89,0U9CZWq6umZsN432nh3WWT,0.926,0.652,11,-3.473,0,0.251,0.418,0.0,0.121,0.677,132.957,117293,4,funk carioca,funk mtg,funk paulista,,,,,
403,Veigh,4YqwRbMLqGHRHLS1w2ZKse,4hKLzFvNwHF6dPosGT30ed,Novo Balanço,90,4hKLzFvNwHF6dPosGT30ed,0.836,0.499,3,-5.82,0,0.0563,0.669,0.0,0.134,0.65,124.05,140323,4,trap brasileiro,,,,,,,
404,AgroPlay,0uGWkZRPp1Urk77XBrPBsZ,4uqJelb9THHmJ3OCohg4ZJ,Nosso Quadro,84,4uqJelb9THHmJ3OCohg4ZJ,0.691,0.708,9,-4.821,1,0.195,0.338,0.0,0.311,0.602,160.018,173698,4,agronejo,,,,,,,
405,Simone Mendes,2eK9gcJQ6uqVvJL63dnOM3,51pxwIxDVCbFHW8oyJFQXD,Erro Gostoso - Ao Vivo,90,51pxwIxDVCbFHW8oyJFQXD,0.588,0.893,6,-2.743,1,0.0866,0.176,0.0,0.803,0.626,153.778,178812,4,sertanejo,,,,,,,
406,Ana Castela,2CKOmarVWvWqkNWUatHCex,4Z2i41GDQyu3KRpBavEnyR,Solteiro Forçado - Boiadeira Internacional,86,4Z2i41GDQyu3KRpBavEnyR,0.655,0.669,6,-4.047,1,0.0275,0.636,0.0,0.245,0.436,139.975,194582,4,agronejo,funk rj,sertanejo pop,,,,,
407,Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,3PH1nUysW7ybo3Yu8sqlPN,Seu Brilho Sumiu - Ao Vivo,87,3PH1nUysW7ybo3Yu8sqlPN,0.625,0.916,6,-3.704,1,0.0461,0.309,0.0,0.906,0.746,153.664,168840,4,agronejo,arrocha,sertanejo,sertanejo universitario,,,,
408,Vulgo FK,27azwwkxutWL1BWMkgNIh0,1Vy9Wn5sbiduZKBqBlH3Mc,Ballena,81,1Vy9Wn5sbiduZKBqBlH3Mc,0.664,0.508,9,-7.684,0,0.33,0.307,0.0,0.126,0.228,120.313,200000,4,trap brasileiro,,,,,,,
409,Kadu Martins,57VQCKnZ9nhS7bvoviXuZK,4pWsXhLUdtBKlw9npIXZAl,Halls na Língua,86,4pWsXhLUdtBKlw9npIXZAl,0.833,0.676,9,-7.426,0,0.0573,0.0796,0.0,0.123,0.876,125.065,192321,4,,,,,,,,
410,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,4xAGuRRKOgoaZbMGdmTD3N,Oi Balde - Ao Vivo,75,4xAGuRRKOgoaZbMGdmTD3N,0.67,0.668,2,-6.411,1,0.0459,0.601,0.0,0.803,0.552,107.995,159158,4,agronejo,arrocha,sertanejo,sertanejo universitario,,,,
411,Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi,4f0aDk7HX37SfzerfznYlr,Lapada Dela - Ao Vivo,88,4f0aDk7HX37SfzerfznYlr,0.691,0.752,4,-6.796,0,0.157,0.708,6.07e-06,0.912,0.684,167.073,159323,4,pagode,pagode novo,,,,,,
412,Dyamante DJ,3i7Bn2SoEkRVEGkdz9o6Yu,3Nvzs0cJbLwhXPPlI8xzpC,Vai Novinha Ah Ah Ah,87,3Nvzs0cJbLwhXPPlI8xzpC,0.913,0.885,0,-3.885,1,0.0509,0.169,0.00795,0.0859,0.811,130.095,123820,4,funk rj,,,,,,,
413,Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,0redQHBfejmPUhonR5ppGC,Duas Três,88,0redQHBfejmPUhonR5ppGC,0.656,0.842,5,-3.746,0,0.201,0.574,0.0,0.689,0.721,159.918,156942,4,agronejo,arrocha,sertanejo,sertanejo universitario,,,,
414,Luan Pereira,5kVgcCdPbeUwxBqWxi2Ktl,1mimc5QiUuwmVYdXkWvgOQ,MOLETOM,85,1mimc5QiUuwmVYdXkWvgOQ,0.657,0.854,8,-4.424,1,0.0761,0.177,0.0,0.382,0.714,139.958,207344,4,agronejo,,,,,,,
415,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,0JIYoXtJfORxI6gRpHv6ZW,Traumatizei - Ao Vivo Em Brasília,88,0JIYoXtJfORxI6gRpHv6ZW,0.483,0.91,11,-3.474,1,0.0845,0.13,0.0,0.395,0.576,166.057,172005,4,agronejo,arrocha,sertanejo,sertanejo universitario,,,,
416,Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,4zUFA8l78k4tCmoVuGtV8z,MEIO TERMO - Ao Vivo,87,4zUFA8l78k4tCmoVuGtV8z,0.483,0.954,9,-4.786,1,0.18,0.13,0.0,0.392,0.361,164.109,175468,4,arrocha,sertanejo,sertanejo universitario,,,,,
417,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,4sqpSDnTrbS8v7RMNCUyqS,Não Vitalício (Nunca Mais) - Ao Vivo,88,4sqpSDnTrbS8v7RMNCUyqS,0.418,0.925,1,-2.941,1,0.385,0.396,0.0,0.766,0.627,71.49,169836,4,agronejo,arrocha,pop nacional,sertanejo,sertanejo universitario,,,
419,MC Caverinha,7tojcuXcZ7eBlQjbAc65Ee,12YCtLHGk6tP6RbHDHflCs,Cartão Black,87,12YCtLHGk6tP6RbHDHflCs,0.842,0.468,9,-8.572,0,0.637,0.255,0.0,0.202,0.547,107.727,159973,4,trap brasileiro,,,,,,,
420,Marília Mendonça,1yR65psqiazQpeM79CcGh8,53PpijFATt35Zxfl6LTxoK,Leão,75,53PpijFATt35Zxfl6LTxoK,0.743,0.865,6,-3.897,1,0.0315,0.449,3.05e-06,0.297,0.794,129.999,166775,4,arrocha,sertanejo,sertanejo universitario,,,,,
421,Melody,7ySZCEP4HFGckYYPK5rqFI,3P2ubMyuL9NQOVU67TVCXA,"Love, Love",84,3P2ubMyuL9NQOVU67TVCXA,0.875,0.703,7,-3.644,1,0.0568,0.352,0.0,0.326,0.971,142.064,133385,4,pop nacional,pop teen brasileiro,,,,,,
424,Gustavo Mioto,1X6ORK7IekgmyjV6IFPszP,1nf1HJdTWXwf9XHQebGlOd,Quando Apaga A Luz - Ao Vivo,83,1nf1HJdTWXwf9XHQebGlOd,0.7,0.914,2,-3.047,0,0.0539,0.168,0.0,0.761,0.776,149.918,144298,4,arrocha,sertanejo,sertanejo universitario,,,,,
428,KayBlack,2h5Ha0ZiMFmOQD3iYcSXsy,2LTlykcdu0gwb7zcKneo2a,Melhor Só,85,2LTlykcdu0gwb7zcKneo2a,0.605,0.386,5,-9.965,0,0.166,0.272,0.0,0.107,0.55,142.133,229327,4,trap brasileiro,trap funk,,,,,,
430,Matuê,5nP8x4uEFjAAmDzwOEc9b8,3ktTWpYdXrYApH54cBo4Ap,Conexões de Máfia (feat. Rich The Kid),86,3ktTWpYdXrYApH54cBo4Ap,0.771,0.577,6,-6.944,0,0.0461,0.393,0.0,0.256,0.691,116.96,221538,4,r&b brasileiro,rap cearense,trap brasileiro,,,,,
431,Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,7IPEkUJsnWYNyBkK2i2FPj,Mágica - Ao Vivo,75,7IPEkUJsnWYNyBkK2i2FPj,0.61,0.818,11,-5.202,1,0.0589,0.469,0.0,0.245,0.736,158.022,171730,4,agronejo,arrocha,sertanejo,sertanejo universitario,,,,
432,Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,7GScY8oE12cqTiNBzVQpUB,Mala dos Porta-Mala - Ao Vivo,75,7GScY8oE12cqTiNBzVQpUB,0.657,0.778,7,-4.439,1,0.0587,0.636,0.0,0.356,0.733,156.144,153237,4,agronejo,arrocha,sertanejo,sertanejo universitario,,,,
433,NATTAN,1SXhEXzOTF7YeuQX59m7pT,2BlFIe0712LBUtTHxbqjme,Love Gostosinho - Ao Vivo,84,2BlFIe0712LBUtTHxbqjme,0.726,0.814,7,-3.853,1,0.031,0.503,0.0,0.753,0.892,141.934,164075,4,forro,,,,,,,
434,MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,3khLpwuyIjEOw8vfJ1oUIT,Papin,86,3khLpwuyIjEOw8vfJ1oUIT,0.727,0.786,5,-5.755,0,0.291,0.491,1.52e-05,0.145,0.682,134.571,122667,4,funk 150 bpm,funk carioca,funk rj,,,,,
436,Leo Santana,7KVJCU4z5L4EUHILL8aMxR,15nTZqWfpXZk9Xh043Ognh,Posturado E Calmo,83,15nTZqWfpXZk9Xh043Ognh,0.926,0.875,9,-4.578,1,0.0751,0.7,5.44e-05,0.526,0.789,113.002,187563,4,arrocha,pagode baiano,pop nacional,,,,,
437,Clayton & Romário,1tKrZaph4cLsnEdqC5BNEQ,1gUKbDEyGK4uo8t8MdjKMZ,Namorando Ou Não - Ao Vivo,62,1gUKbDEyGK4uo8t8MdjKMZ,0.65,0.677,0,-4.081,1,0.0328,0.643,0.0,0.912,0.527,135.947,168359,4,agronejo,arrocha,,,,,,
440,WIU,3MrDVzg7ZXaYMyQmbDInr7,7nFvKgVumc9FcU97zGjjei,Coração de Gelo,85,7nFvKgVumc9FcU97zGjjei,0.732,0.671,10,-4.276,0,0.082,0.124,0.0,0.128,0.836,159.907,168000,4,trap brasileiro,,,,,,,
441,Belle Kaffer,4N2lyAuQF0kXt3UnsN7XZx,77BR4gaUAp3p0uA8UL6HT9,Não Para,84,77BR4gaUAp3p0uA8UL6HT9,0.892,0.655,7,-7.03,1,0.069,0.116,1.63e-06,0.176,0.764,129.959,180923,4,,,,,,,,
443,DJ Jeeh FDC,5lal0BjsooQ7ON4t7B73bp,5vdQUAFncALEH9EQvyAqIX,Forte Forte de Lacoste - Pra Começar o Final de Semana,84,5vdQUAFncALEH9EQvyAqIX,0.633,0.589,11,-0.678,0,0.519,0.569,8.04e-06,0.242,0.649,81.889,182769,3,funk mtg,,,,,,,
445,Maiara & Maraisa,59jlthNnbmim5l9tmNA7se,5aqwwgL4XOv2YJYwLiqKOZ,A Culpa É Nossa - Ao Vivo,73,5aqwwgL4XOv2YJYwLiqKOZ,0.596,0.85,11,-4.528,1,0.0523,0.608,0.0,0.41,0.531,138.057,165000,4,sertanejo,sertanejo universitario,,,,,,
470,Vance Joy,10exVja0key0uqUkk6LJRT,3JvrhDOgAt6p7K8mDyZwRd,Riptide,84,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,folk-pop,modern rock,,,,,,
479,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,92,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,pop,uk pop,,,,,,
480,Calvin Harris,7CajNmpbOovFoOoasH2HaY,5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),92,5eTaQYBE1yrActixMAeLcZ,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,186496,4,dance pop,edm,electro house,house,pop,progressive house,,uk dance
485,The Killers,0C0XlULifJtAgn6ZNCW2eu,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,89,003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4,alternative rock,dance rock,modern rock,permanent wave,rock,,,
488,RAYE,5KKpBU5eC2tJDzf0wmlRp2,5mHdCZtVyb4DcJw8799hZp,Escapism.,90,5mHdCZtVyb4DcJw8799hZp,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373,4,uk contemporary r&b,uk pop,,,,,,
491,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,50nfwKoDiSYg8zOCREWAm5,Shivers,89,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4,pop,singer-songwriter pop,uk pop,,,,,
492,Kaliii,1YRqgFNXqRyMDRr8ClS1NL,7sliFe6W30tPBPh6dvZsIH,Area Codes,90,7sliFe6W30tPBPh6dvZsIH,0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569,139326,4,rap,,,,,,,
494,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,88,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,album rock,classic rock,rock,soft rock,yacht rock,,,
495,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,92,6GGtHZgBycCgGBUhZo81xe,0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,209156,4,art pop,pop,,,,,,
